date,index_id,market,gpu_model,memory,region,delivery_form,contract_type,price_low,price_high,price_avg,currency,unit,observation_type,source,source_url,retrieved_at_utc
2026-08-16,ORNN-B200,global,B200,,global,rental_index,on_demand,,,5.93,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-17,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.17,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-18,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.6,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-19,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.63,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-20,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.87,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-21,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.95,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-22,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.74,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-23,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.64,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-24,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.55,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-25,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.45,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
2026-08-26,ORNN-B200,global,B200,,global,rental_index,on_demand,,,6.22,USD,USD/GPU-hour,transaction_based_index,Ornn Compute Price Index (OCPI),https://api.ornnai.com/api/gpu/B200/index-history,2026-08-27T17:04:22.787826+00:00
